| Version  | Processes | OMP |         Tarjan        |     Communication     |       Elapsed        |       Speedup       |      Efficiency      |
|  Serial  |     1     |  0  |  0.030330600000000003 |          0.0          | 0.030330600000000003 |         1.0         |         1.0          |
| Parallel |     1     |  1  |  0.028916800000000003 |          0.0          | 0.028916800000000003 |  1.0488919935815857 |  1.0488919935815857  |
| Parallel |     1     |  2  |       0.0289202       |          0.0          |      0.0289202       |  1.048768680714518  |  1.048768680714518   |
| Parallel |     1     |  4  |       0.0288968       |          0.0          |      0.0288968       |  1.0496179507765566 |  1.0496179507765566  |
| Parallel |     1     |  8  |  0.028938399999999996 |          0.0          | 0.028938399999999996 |  1.0481090868880105 |  1.0481090868880105  |
| Parallel |     1     |  16 |        0.028862       |          0.0          |       0.028862       |  1.0508835146559492 |  1.0508835146559492  |
| Parallel |     2     |  1  |  0.007817000000000001 |  0.013381600000000002 |      0.0211986       |  1.4307831649259857 |  0.7153915824629928  |
| Parallel |     2     |  2  |        0.007829       |       0.0068596       | 0.014688399999999999 |  2.0649355954358546 |  1.0324677977179273  |
| Parallel |     2     |  4  |       0.0078662       | 0.0068909999999999996 | 0.014757600000000001 |  2.0552528866482356 |  1.0276264433241178  |
| Parallel |     2     |  8  |       0.0078308       |  0.007063799999999999 |      0.0148946       |   2.03634874384005  |  1.018174371920025   |
| Parallel |     2     |  16 |       0.0078954       |       0.0131566       |      0.0210522       |  1.4407330350272183 |  0.7203665175136091  |
| Parallel |     4     |  1  |        0.002909       |  0.049592800000000006 |      0.0525018       |  0.577705907226038  |  0.1444264768065095  |
| Parallel |     4     |  2  |       0.0029782       |  0.036861200000000004 | 0.039839799999999995 |  0.7613140628216006 | 0.19032851570540016  |
| Parallel |     4     |  4  |       0.0029094       |       0.0396074       |      0.0425168       |  0.7133791818763408 |  0.1783447954690852  |
| Parallel |     4     |  8  | 0.0030949999999999997 |  0.04226220000000001  |       0.045357       |  0.6687082478999934 | 0.16717706197499835  |
| Parallel |     4     |  16 | 0.0030223999999999997 |  0.051002000000000006 |      0.0540238       |  0.5614303325571323 | 0.14035758313928307  |
| Parallel |     8     |  1  |        0.001638       |  0.11556380000000002  |      0.1172018       | 0.25878954077497107 | 0.032348692596871384 |
| Parallel |     8     |  2  | 0.0014425999999999998 |  0.07875499999999999  |      0.0801974       | 0.37819929324392065 | 0.04727491165549008  |
| Parallel |     8     |  4  | 0.0015255999999999998 |       0.0831544       |      0.0846802       |  0.3581781809679241 | 0.04477227262099051  |
| Parallel |     8     |  8  | 0.0017163999999999999 |       0.0928762       | 0.09459200000000001  | 0.32064656630581867 | 0.040080820788227334 |
| Parallel |     8     |  16 |       0.0016976       |  0.12905419999999998  |      0.1307512       |  0.2319718671798041 | 0.02899648339747551  |
