| Version  | Processes | OMP |        Kosaraju       |    Communication     |       Elapsed        |      Speedup       |      Efficiency     |
|  Serial  |     1     |  0  |       0.0285124       |         0.0          |      0.0285124       |        1.0         |         1.0         |
| Parallel |     1     |  1  |  0.028688200000000004 |         0.0          | 0.028688200000000004 | 0.9938720449522799 |  0.9938720449522799 |
| Parallel |     1     |  2  |  0.028771800000000004 |         0.0          | 0.028771800000000004 | 0.9909842276117586 |  0.9909842276117586 |
| Parallel |     1     |  4  |       0.0286378       |         0.0          |      0.0286378       | 0.9956211720174035 |  0.9956211720174035 |
| Parallel |     1     |  8  |  0.028728999999999998 |         0.0          | 0.028728999999999998 | 0.9924605799018414 |  0.9924605799018414 |
| Parallel |     1     |  16 |       0.0286668       |         0.0          |      0.0286668       | 0.9946139785396347 |  0.9946139785396347 |
| Parallel |     2     |  1  |        0.011406       |       0.003373       | 0.014779200000000001 | 1.9292248565551584 |  0.9646124282775792 |
| Parallel |     2     |  2  |       0.0116682       |        0.0018        |      0.0134682       | 2.1170163793231462 |  1.0585081896615731 |
| Parallel |     2     |  4  |  0.011565599999999999 |      0.0018482       | 0.013413999999999999 | 2.1255702996868946 |  1.0627851498434473 |
| Parallel |     2     |  8  |       0.0114146       |       0.001961       | 0.013375599999999998 | 2.131672597864769  |  1.0658362989323844 |
| Parallel |     2     |  16 |  0.011308599999999999 |      0.0083376       | 0.019646000000000004 | 1.4513081543316704 |  0.7256540771658352 |
| Parallel |     4     |  1  |        0.007363       | 0.013323199999999999 |       0.020686       | 1.3783428405685005 | 0.34458571014212513 |
| Parallel |     4     |  2  | 0.0060934000000000006 | 0.009825200000000001 | 0.015918599999999998 | 1.7911374115814207 |  0.4477843528953552 |
| Parallel |     4     |  4  |  0.005730600000000001 | 0.009589199999999999 | 0.015319600000000003 | 1.8611713099558733 | 0.46529282748896833 |
| Parallel |     4     |  8  | 0.0064860000000000004 | 0.012080200000000003 | 0.018566399999999997 | 1.5356988969320926 | 0.38392472423302315 |
| Parallel |     4     |  16 | 0.0062342000000000005 |      0.0219888       |      0.0282228       | 1.0102612072508752 |  0.2525653018127188 |
| Parallel |     8     |  1  | 0.0033542000000000003 | 0.025358600000000002 |       0.028713       | 0.9930136175251628 | 0.12412670219064535 |
| Parallel |     8     |  2  |         0.004         |      0.0196726       |      0.0236724       | 1.2044575117013907 | 0.15055718896267384 |
| Parallel |     8     |  4  | 0.0033686000000000002 | 0.018365199999999998 | 0.021733799999999998 | 1.3118920759370198 | 0.16398650949212748 |
| Parallel |     8     |  8  |       0.0036606       |      0.0365864       | 0.04024679999999999  | 0.7084389317908506 | 0.08855486647385633 |
| Parallel |     8     |  16 |        0.004942       |      0.0728564       | 0.07779820000000001  | 0.3664917697324616 |  0.0458114712165577 |
