| Version  | Processes | OMP |         Tarjan         |     Communication      |        Elapsed        |        Speedup        |       Efficiency       |
|  Serial  |     1     |  0  |       0.0001796        |          0.0           |       0.0001796       |          1.0          |          1.0           |
| Parallel |     1     |  1  |       0.0001778        |          0.0           |       0.0001778       |   1.0101237345331833  |   1.0101237345331833   |
| Parallel |     1     |  2  |        0.000174        |          0.0           |        0.000174       |   1.032183908045977   |   1.032183908045977    |
| Parallel |     1     |  4  |       0.0001788        |          0.0           |       0.0001788       |   1.0044742729306488  |   1.0044742729306488   |
| Parallel |     1     |  8  |       0.0001762        |          0.0           |       0.0001762       |   1.0192962542565267  |   1.0192962542565267   |
| Parallel |     1     |  16 |        0.000179        |          0.0           |        0.000179       |   1.0033519553072627  |   1.0033519553072627   |
| Parallel |     2     |  1  | 0.00031099999999999997 |       0.0002768        |        0.000588       |   0.3054421768707483  |  0.15272108843537416   |
| Parallel |     2     |  2  | 0.00029239999999999995 | 0.00017219999999999998 |       0.0004648       |   0.3864027538726334  |   0.1932013769363167   |
| Parallel |     2     |  4  | 0.00029059999999999996 |        0.000207        | 0.0004971999999999999 |   0.3612228479485117  |  0.18061142397425586   |
| Parallel |     2     |  8  | 0.00032720000000000004 |       0.0003016        |       0.0006288       |   0.2856234096692112  |   0.1428117048346056   |
| Parallel |     2     |  16 |       0.0003516        |  0.006207799999999999  |       0.0065594       |  0.027380553099368845 |  0.013690276549684422  |
| Parallel |     4     |  1  |       0.0003886        | 0.00026199999999999997 |       0.0006512       |   0.2757985257985258  |  0.06894963144963145   |
| Parallel |     4     |  2  |       0.0004142        |       0.0002536        |        0.000668       |   0.2688622754491018  |  0.06721556886227545   |
| Parallel |     4     |  4  |       0.0004482        | 0.00025560000000000003 |        0.000704       |   0.2551136363636364  |   0.0637784090909091   |
| Parallel |     4     |  8  |       0.0004188        |        0.006672        | 0.0070907999999999995 |  0.025328594798894342 |  0.006332148699723586  |
| Parallel |     4     |  16 |       0.0004046        |       0.0321834        |        0.032588       |  0.005511231128022585 | 0.0013778077820056462  |
| Parallel |     8     |  1  | 0.00044860000000000006 | 0.00033539999999999997 |       0.0007842       |  0.22902320836521298  |  0.028627901045651622  |
| Parallel |     8     |  2  |       0.0004548        |       0.0006468        |       0.0011014       |   0.1630651897584892  |  0.02038314871981115   |
| Parallel |     8     |  4  | 0.00048279999999999997 |        0.002801        |       0.0032842       |  0.05468607271177151  |  0.006835759088971439  |
| Parallel |     8     |  8  | 0.00044740000000000003 |  0.029304000000000004  |       0.0297516       |  0.006036650129740921 | 0.0007545812662176152  |
| Parallel |     8     |  16 | 0.00044780000000000004 |        0.069749        |  0.07019700000000001  | 0.0025585138966052676 | 0.00031981423707565845 |
